sample_id,label,x,y,Kribbella,Streptomyces,Occallatibacter,Bacillus,Rhodoplanes,Genus_001,Genus_002,Genus_003,Genus_004,Genus_005,Genus_006,Genus_007,Genus_008,Genus_009,Genus_010,Genus_011,Genus_012,Genus_013,Genus_014,Genus_015,Genus_016,Genus_017,Genus_018,Genus_019,Genus_020,Genus_021,Genus_022,Genus_023,Genus_024,Genus_025,Genus_026,Genus_027,Genus_028,Genus_029,Genus_030,Genus_031,Genus_032,Genus_033,Genus_034,Genus_035,Genus_036,Genus_037,Genus_038,Genus_039,Genus_040
S0011,Controle,185.3990121162906,186.3511706533671,0.013035177547981532,0.0014330056730504856,0.03632362512967106,0.002554822910714235,0.01206864081879042,0.025176090198552867,0.019902174683480312,0.04083140506943803,0.014032791776616342,0.034191180845123806,0.039171532430243496,0.004691234980822278,0.05600722119886186,0.04504948834107842,0.003762909775956654,0.04154080697631909,0.01032295436860802,0.0365184642038681,0.0339578554644108,0.007527725646968811,0.013226047021297182,0.04508151806955449,0.022046373647677434,0.030463925345159376,0.016964561897168003,0.02979669376548637,0.007504689843311298,0.03218441550107337,0.05319311615465835,0.005834140593146948,0.011652784247900614,0.0076171922285663985,0.01148703881099941,0.023727932812210993,0.012148244033665802,0.009953060477929924,0.013719007950343608,0.04583550569813737,0.01991568883214481,0.0023725103219780904,0.03978647777515216,0.008799721915343145,0.040163319344590706,0.009547561314088949,0.008879364357858735
S0012,Seca,463.3824944243009,24.349236156925635,0.009148370826130982,0.0312877553485089,0.006478819339896075,0.03506024938020589,0.007025065042776095,0.02404436137567645,0.0917477550042328,0.018688113210406778,0.025789183111619162,0.010541467738595852,0.05184496644425985,0.01293355878646317,0.0003094961389323936,0.07505917316071387,0.007002782271814047,0.019609559176191525,0.014833349139222725,0.033810180414265756,0.01607614430431808,0.025617377212002256,0.014559858570824867,0.00916107960674689,0.0392336475941775,0.03141850889870143,0.008540737263361464,0.020522012212185078,0.09515444470810916,0.016602926026557472,0.01671819401710552,0.006002117250335805,0.006170450227594667,0.009767266693200655,0.017286101265264888,0.011374068987761115,0.05222775680814521,0.013793165545389783,0.007420587627077253,0.024307432868120947,0.01590261720094768,0.02032415215039414,0.003953053388930933,0.002101838211041228,0.0225650711986201,0.004389064671595204,0.01359611958157803
S0013,Seca,321.93256004033225,54.641145557279,0.0004069363650348658,0.08763428345646714,0.015830610541141824,0.015443983659556872,0.028417693934136106,0.02864421302432662,0.009442897280275708,0.019641852600062938,0.029138477763387214,0.023259537593217316,0.02971095363298996,0.029803491539334554,0.022407633022486873,0.008277979348333325,0.011906133719275925,0.017312083874616153,0.04241601694670746,0.029807803878659767,0.047849550509180744,0.00568344861486646,0.04254462731687864,0.016903006729086102,0.003044865266639817,0.004449486530551554,0.03353756191069739,0.01654834717485742,0.007377754863395709,0.018012896839081645,0.049466436063797165,0.015971161707659366,0.003036808917428867,0.04654004212490598,0.008750013395226157,0.009638860432811942,0.013944710876713656,0.01478015929985157,0.003497243089375856,0.01128574784919182,0.011891374197614877,0.036728894320000836,0.023739609459160826,0.007615291104436551,0.07397547146204606,0.019559332278471616,0.00412471548606084
S0014,Seca,411.380806635415,337.65281433374207,0.0007950394806987706,0.07896213612912843,0.0012492620168654772,0.02793803606287339,0.0024557426822560237,0.02215557307396843,0.050270294121892066,0.009427604855381445,0.002245882447324194,0.04264879318131044,0.018043712179130984,0.016792750403128116,0.009132831010848141,0.014073848676963634,0.01616005383138272,0.03510785844443177,0.04065273094426029,0.010710656305205924,0.01657517693502872,0.020160290995936952,0.022987593478875964,0.003926632085502846,0.022200354755791907,0.02049119174696584,0.04908674326635967,0.05149899865967215,0.03945189643207628,0.0271750805080057,0.041393086337207285,0.019608337987196637,0.010646262426735158,0.022557048263264778,0.014437232567367167,0.022561906368116,0.02824505040710339,0.004681157686692216,0.027852006077149313,0.04948548928982983,0.005973444245244565,0.009794725492264811,0.012419120477685959,0.012898181621018082,0.017337016211272625,0.010002523718698135,0.017730646111887655
S0015,Controle,221.70709941366556,356.6290981558491,0.01629393247339988,0.0041945316702031,0.07726114675964413,0.004785429937114971,0.009852051013729395,0.018501970086738165,0.009219763089840998,0.06908956780141677,0.0390176407660571,0.007790567311017242,0.049172312176182245,0.012746037935822697,0.019037028649572723,0.0222606029103359,0.010820392296391052,0.02059425113952217,0.010212248279408928,0.03213376423400857,0.03682116947563296,0.023212776318176292,0.024473266863184004,0.016209984413015764,0.007580577000462524,0.04301488390395891,0.031153312554977237,0.005669781856121853,0.016421521262369867,0.04183693536025276,0.007317969041503703,0.011371319105556301,0.028104243815677093,0.0034855685496542822,0.011214916333073236,0.009184042823438586,0.018918042638527678,0.0006694498739523518,0.012858381008613832,0.030130230021637675,0.009007701920439565,0.02545357082374375,0.006754011297263577,0.011323900328555545,0.05570231352996462,0.06060731287246346,0.018519578477376432
S0016,Seca,113.61936089238844,386.86034137581316,0.017733261174898703,0.00961553351123506,0.0011877703152717678,0.023813429704487497,0.017795708664282744,0.015552951195610334,0.03666179815602537,0.02870942352928088,0.010853186443543347,0.01382614540575455,0.01046546243604876,0.008344596556309074,0.005469658944144723,0.025308111567137317,0.0321935338937623,0.013669907400926178,0.10127571140610096,0.009147780273260117,0.004654156453960851,0.07056276344778142,0.00453878332273609,0.009157359144200235,0.007800191980006981,0.019343323471470802,0.009390954639487293,0.03373298678233743,0.05075000337657738,0.00331494571842115,0.0103475258764078,0.021350857352768354,0.03417002120282805,0.01651683250187752,0.031270139739912384,0.037417709306606345,0.020028196777983658,0.0191433979975154,0.032876587133399984,0.02773743316230807,0.01880149454593893,0.013173606205397552,0.018774994465793803,0.040133580622000065,0.015391285453889729,0.00948134119408131,0.03851555754623179
S0017,Seca,277.2923935079174,432.72827402783145,0.007947568128985415,0.06424434553662753,0.01584143721754904,0.08170021718993715,0.018653624869209903,0.046535790721440026,0.02084962457987406,0.019473991860786414,0.008144221779902434,0.007322699389995125,0.0404589521689946,0.009731547660171739,0.02089476887945687,0.05021251722820302,0.02234527335492728,0.023462427128227027,0.020723421660987885,0.01386097826064607,0.005847486176320052,0.01309864008741833,0.009838370067037383,0.03041136481213807,0.02545144374913511,0.009721585342821398,0.019975660700097098,0.011374565129860228,0.04197844213402004,0.0127595370656477,0.045889299130769626,0.014935897049795435,0.025743363812719727,0.02627290059776387,0.0013787924474263288,0.016026465430407727,0.0353822689029982,0.013615945239892466,0.010048802400702354,0.014473847942300236,0.03483126686559409,0.010006784546780407,0.015564040398559513,0.005480568450521504,0.03580652852322688,0.014405898463098572,0.007276826917026115
S0018,Controle,31.90862805208766,369.7157342382549,0.015419574690059197,0.0077646831942641955,0.024803360256425284,0.00024912544231423976,0.0392737417684216,0.004363836755342562,0.06328034389804658,0.009377282686973666,0.010633446637398465,0.041688297441510036,0.02147980250296853,0.005614714059052595,0.004442724205838821,0.014739871983786025,0.004359107338740403,0.01753661294131426,0.026451266768689717,0.008242048031007197,0.011153320359907206,0.024192834948660195,0.0064301545820580975,0.028063252869707064,0.0598905350922719,0.018045245006286962,0.013879358222174596,0.030830109968193593,0.02135787464670244,0.009066863277190926,0.0041210432288810855,0.004484603365003654,0.03400734130348505,0.0015987991077008649,0.06488438052403114,0.01903296053830169,0.024939811375490988,0.0162129380041362,0.015644157242708106,0.01204543019197239,0.01243149842057733,0.04028594726178496,0.07137971734761162,0.042362458222608264,0.06359591869178839,0.006012197972128639,0.024331407626483167
S0019,Seca,413.815585996291,400.43579605331604,0.018459170719845597,0.025526794886622628,0.0070668427066382655,0.010925104977452455,0.01302579713902697,0.06715956205483449,0.005688363206073448,0.019297076240897257,0.00245873756865735,0.07665395227729883,0.03307706328834565,0.004622312811569111,0.00886928517209922,0.03527518355408036,0.008992128656472078,0.011006870790999832,0.1262151631673151,0.0011223164783000278,0.02126854293398826,0.018060625159652045,0.02202864047078999,0.023796064783825187,0.00682632795239662,0.011735352948254427,0.00228769581935132,0.013379320776184943,0.03818108728675771,0.04130582518383024,0.03847333024984839,0.034353907358041974,0.01767284442772351,0.02142652701662905,0.018308189146719212,0.001579854499929617,0.011512432458428699,0.007026658085753823,0.007828658815502838,0.020060484145771225,0.01174138645333518,0.032182914241532024,0.006742547512773256,0.04929159840408824,0.010039602538547339,0.024749740204182774,0.012698115429633266
S0020,Seca,315.83219956103244,24.481854911639623,0.00038435026550688047,0.01658705931421339,0.005499667385328237,0.010212389037982529,0.04147300738628484,0.04336110850056368,0.06766941075135469,0.016142665188046957,0.026488564118185162,0.0042965314896618485,0.00644197784487921,0.0038515769902145117,0.028027285075701663,0.06357867932318532,0.03075197341942896,0.009854836173927831,0.002726222180411754,0.011929731310226493,0.00799583465985031,0.020633495093756716,0.0123015548853302,0.012753541636496132,0.033909392945264745,0.09410699468259358,0.018622502072817994,0.03797009890181924,0.014237857883105996,0.01230323873492314,0.035506085909413315,0.013629041637272526,0.018234885103532536,0.01620281394472408,0.04620987290989095,0.06118912061746216,0.008662300270408525,0.02989640972185025,0.024746130367361504,0.019406824790159875,0.014520290849155553,0.0059100620361229,0.022106649176703685,0.014679434667824242,0.01042019038052106,0.003162414897304617,0.0014059254692302154
S0021,Controle,379.04387004268693,117.26757522064929,0.0201056605067745,0.025728627030166477,0.007688526113980556,0.0009807372797426227,0.01418841620725215,0.03799535216518782,0.017792099550800425,0.008223650485483042,0.009875557085595425,0.01136105820365011,0.012988849564992421,0.016905275384560325,0.013401917584447727,0.021299382107083303,0.0033379063939785033,0.02294318396473878,0.018880176437785647,0.019294828392292664,0.03899970849582568,0.04307986065507588,0.018867789139404963,0.0440889163626341,0.010433929322623457,0.031697955360303176,0.012695373946212563,0.01651269552715524,0.020670201550225427,0.011357476024416079,0.045573839076130815,0.01978161885221227,0.0184039788998886,0.04372748213213241,0.050849648877342245,0.017355884542067,0.07188426269822383,0.017025662736652864,0.03468732674053224,0.0026043316748719935,0.020535249855046386,0.018449678247783437,0.029908190121635966,0.023001176174702227,0.043364890236646476,0.007063917821313204,0.004387750470429151
S0022,Controle,177.2629840649342,310.94888668762286,0.007031244576975372,0.05960303414974812,0.016426946703331866,0.001365119669626523,0.0046665308847998474,0.01893064254608819,0.03440586987125716,0.02754766979059768,0.011871404732319034,0.018519414147700402,0.035846414903022206,0.031082825951711072,0.0023433195379948496,0.04521490060106825,0.01780912163318755,0.009735424393927687,0.024632022789665153,0.021708394054783007,0.0067891082854169725,0.03239748291348144,0.04359915187547624,0.0005311108404434533,0.009237456858770197,0.007126079117967438,0.0175217778662944,0.0216464610577574,0.02317186937912631,0.050841107768538944,0.014475921279133844,0.012028401392401722,0.026631374011363514,0.012187435882115868,0.016337149188043645,0.01831179555839421,0.029814577730742742,0.009567632644234771,0.027408469715653704,0.015955754038850547,0.10950020344842161,0.01616430020449764,0.0059624014668762295,0.01967847480336733,0.02253400377687114,0.03462621108197994,0.007213986875974927
S0023,Seca,485.34901219745166,429.06265231241156,0.014027028390351793,0.0040437009508885,0.005712712445990241,0.007885038613007623,0.013088271862680686,0.00963765623450083,0.014192066993685075,0.019249471351377546,0.0018966936199769106,0.015525380022673417,0.011408446136209957,0.004522317671884707,0.027343381227900122,0.009286502963735881,0.010222331042231015,0.03370743639373806,0.04344068351840237,0.0225001245309021,0.011120178081402482,0.0020403932853714918,0.06931163052191446,0.018216372245639035,0.01937410831063556,0.05359686221991921,0.0433314941054425,0.028067393291757663,0.011481516556804912,0.04078398091564992,0.028597035796231105,0.005945544797354593,0.011354519316644305,0.03434675309567935,0.004233603405108116,0.03238101856097803,0.011840811034705814,0.017737338573866102,0.048419644432424115,0.04184558989509015,0.0038024497171082784,0.009445395288376601,0.03732194647425266,0.07794399891546928,0.0162221717623087,0.021636854494129693,0.03191215093559923
S0024,Seca,446.56056066109886,2.2500624698295613,0.023488774887435886,0.03430873009723918,0.016554441840135742,0.015861542780597978,0.06390176459729788,0.018190447682969867,0.01952869544555075,0.013414489168317029,0.02380219279647892,0.020605383092150334,0.02130236565564199,0.06761156614495395,0.012491744918513476,0.026356667598578826,0.0497998272213315,0.03232313856060744,0.0035324564006487314,0.0059326109176297305,0.03143802162748823,0.01071193618307906,0.0065657212753195806,0.01032324032942707,0.029570191172420754,0.015901442613969953,0.027434219373539598,0.009022405967804964,0.017550588323328505,0.02192631709667056,0.0067367216174750244,0.009696104063345602,0.03973081211892205,0.011683388935470058,0.02112836732240375,0.02548445894331381,0.01545378322185469,0.049897101538258964,0.050336897219679946,0.012222581911956036,0.016014261929156993,0.0022279263201256307,0.033154643619586165,0.023148999005044822,0.005141726410539609,0.015343006866112374,0.013148295187626934
S0025,Seca,389.19174853688094,257.3146710581749,0.0043832581361437,0.012860687181669573,0.0063629532082603675,0.006858278501829194,0.023048040652146586,0.037130270119969916,0.007727057544997248,0.024161361830948136,0.02566332471358494,0.02039748597675585,0.042242558172778034,0.014849979450084616,0.01638516006571523,0.012801767579384836,0.054988819961379956,0.038533207252414,0.011204392495628478,0.02544324341671217,0.023010829207105767,0.0166269681717846,0.026640622140917267,0.014796328296478629,0.006465931606377867,0.01712106595691554,0.012747822208009319,0.02098861017160525,0.008098545786366481,0.010451607038913775,0.006876205069817813,0.003052910192327355,0.030630905756148623,0.01291728362029453,0.04567295468026867,0.011886654172150408,0.03355021039989869,0.013702026847414077,0.008914024870236698,0.015068405859963925,0.06289673681932234,0.006414644741670764,0.0018696895998962786,0.05597676122755365,0.04177260998936776,0.015845102923352544,0.09096269638543868
S0026,Controle,97.31935392598379,338.6436996821986,0.002919936072850132,0.008285835871125417,0.03522984331817878,0.005284501373892751,0.01312478672238319,0.0051034612888503795,0.07928041371797587,0.02242407988846386,0.01112223492988272,0.016068520720626027,0.011962266087536661,0.017792119972806837,0.015077841950946037,0.010561627636000461,0.021862004120529493,0.027913624889841403,0.10357091512094274,0.022293641169790074,0.029231344681778872,0.004841629121520457,0.028540078493052953,0.028147104352164925,0.007859921332008147,0.007011229850073458,0.04236557418593113,0.02162728155007107,0.013346844235356583,0.013280285152855264,0.020900443890540445,0.017630673975227457,0.004050464919547429,0.007501211842753335,0.022211947073917125,0.0036331494168943025,0.031540895092521545,0.019150699337005563,0.014467877264008614,0.030438786040458812,0.010756872024247445,0.0263179193880172,0.0072162166646171375,0.03737446127483345,0.06480324973868241,0.014133843969744393,0.04174234027954772
S0027,Controle,233.3605018635171,14.803644564306605,0.049798102407421434,0.007076917376219306,0.031256903906668625,0.007010052122132,0.007356327714213729,0.05755852487510075,0.0834950571587725,0.055157576870754975,0.0196371477027795,0.007291247137429581,0.05790373923151311,0.00904452979490492,0.025762081765336776,0.011596874652917002,0.011578044053417879,0.056945293962252785,0.016860788289316888,0.018511569327413685,0.0051571367643862805,0.009215895349292803,0.01431006425229019,0.021985777588317247,0.018156153527204552,0.0032103525367389394,0.01726550798329236,0.008012083928388935,0.022786111475142194,0.004771152138507724,0.0056294381422446445,0.024523738057950963,0.01265645209850796,0.036107618703170606,0.028587169984257973,0.009389100928221367,0.02365398110033626,0.018162226755513017,0.03799000013826428,0.006618611625539914,0.04235445598888417,0.0031671160784659683,0.006273836754284307,0.011962624392780003,0.013542763978015142,0.028145502349769987,0.03252434903166659
S0028,Controle,21.90188289361439,200.67777877669397,0.02557039455622468,0.003592017649884502,0.0036246323779426976,0.0040915747682245115,0.020363924261792638,0.046206325221024656,0.012435594532706788,0.0019271966500225422,0.01883606510733418,0.006295256781425842,0.005552525421400425,0.03046732679104046,0.01747143008287359,0.06625041689019245,0.011700273952307131,0.010710764274070875,0.05524329824034817,0.009254584242110668,0.04627753662191774,0.04384420411702793,0.0063726769666453955,0.027775058701683446,0.019172689939080913,0.025450071680625345,0.02646564550288759,0.006488140111050546,0.0030156618784507897,0.010935953861073548,0.0346200824095304,0.007877250933126915,0.05994373452370149,0.026798685287412798,0.00793669902612933,0.01927939910464506,0.013377857959055772,0.028145347093633383,0.04171805988292994,0.004611202120759801,0.02247974266753963,0.048632318247223964,0.014158095941258535,0.0448700583977814,0.018413894292385734,0.037227942807444,0.004518388124071518
S0029,Seca,77.14474603377391,447.81744069184845,0.014902514605719248,0.06524917018514607,0.00021465343580809041,0.044370793950222864,0.030415317516442948,0.001669992773285504,0.024622915290829613,0.028221712545413336,0.023816001152693504,0.016273895418216503,0.02840587272287716,0.11311243916997976,0.004104582003556423,0.0037676948846706677,0.0126698436420945,0.024681256330893013,0.01630400097220365,0.0013232774987772334,0.008151672710654766,0.023079808087274965,0.02254089291627082,0.0349102719003641,0.019422855693134854,0.005202008429084034,0.012701677732779288,0.022218084683230846,0.007088339158980578,0.004878685631996738,0.026838709011054368,0.01646392578987367,0.015522756048016437,0.00890850877579578,0.05626894802390028,0.036024878782433295,0.028850024061783393,0.008217818454285123,0.021357329367125137,0.019864655481236355,0.011795188745135642,0.015445803833474442,0.03924993349750798,0.010579192301161907,0.025514334828594717,0.021276530502377603,0.02350123145364292
S0030,Seca,341.52447662122734,335.80640442792935,0.0061311020444094816,0.026118858532890293,0.04657620167221006,0.029470323661880845,0.0529767072978524,0.009189698226853373,0.015505402737986416,0.026407260907614024,0.022709145654478326,0.015416816290507139,0.012271275938296949,0.004742568894435598,0.013500748801629504,0.0643416214446027,0.004242077383128186,0.0401983772450601,0.011276065031667452,0.01646778760196842,0.016481483698010727,0.017774325781769594,0.008202506499167516,0.018759482067208046,0.023920211724313786,0.0250100646727096,0.0061692011862615,0.00859161068089049,0.02876686936225535,0.030441542834326995,0.019737359680384446,0.013345053851730971,0.029481638603860303,0.014982413650815965,0.02266899377219895,0.0016128349629520955,0.02613775255068332,0.009710455614051892,0.006520553235632788,0.027387811675686196,0.013514825959149887,0.05184071799033076,0.0181858544220716,0.007710425120759231,0.018081365987853603,0.06397763498491077,0.05344497006254247
S0031,Seca,372.3810779539086,118.82918168029866,0.02055824908082156,0.03765094427787767,0.035665286656524464,0.04406272984799685,0.006955631651891185,0.014589187602742784,0.019896786534789206,0.013246628480083891,0.009474624647322072,0.039530821629649084,0.0105286106426981,0.023227774370409338,0.026123124795230566,0.01889492632328843,0.01068447657670247,0.03395887022876623,0.006718675759032957,0.01425370157595306,0.038062055055632815,0.013334265210815332,0.011383090374741688,0.018350334410841294,0.008819463243765528,0.04030465188766811,0.010364501550628652,0.0053969327195778445,0.0003014993762940437,0.0017113354306559287,0.00813420011132097,0.13402075166337302,0.01755000559912459,0.014453232265092977,0.021041424294344517,0.008629374361133634,0.0034391047866137513,0.009641789107697413,0.07652514859716932,0.037205357071970244,0.013793109905933337,0.019656817223924736,0.02531681009173676,0.00890959310213427,0.043099355894246974,0.017046815125447347,0.007487930856335092
