sample_id,x,y,p_drought,classe_prevista,dose_bioinsumo_l_ha,composicao_inoculante
S0043,350.13255100112457,358.8195738207838,0.09943289950749974,Controle,0.0,Nenhuma (dose zero)
S0044,156.18332069102053,403.71580298814087,0.8918731235145354,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0045,416.12990069760053,499.3716850333824,0.8904142606220081,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0046,402.3821787484009,148.18102850558245,0.1314490034788814,Controle,0.0,Nenhuma (dose zero)
S0047,193.73918951508722,203.97097556564108,0.8324053279721828,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0048,144.16405196512204,68.41063901481314,0.07811784352402715,Controle,0.0,Nenhuma (dose zero)
S0049,341.24775198748773,287.4359648115168,0.6235823555687822,Seca,27.35823555687822,Kribbella + Occallatibacter + Genus_004
S0050,69.87624180465491,498.7900186314586,0.06248188176501704,Controle,0.0,Nenhuma (dose zero)
S0051,99.95410123755416,350.44050506032926,0.8542870512471087,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0052,3.681134875502756,297.60642020668587,0.08069037314192659,Controle,0.0,Nenhuma (dose zero)
S0053,393.4621887510692,196.184546460897,0.8622058284846033,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0054,332.4254282960161,457.6493801427774,0.866958393364949,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0055,352.5826893131676,248.45829806517472,0.8827343484335267,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0056,390.36451551098395,67.18345665653075,0.8993359259921354,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0057,229.45788776917,182.68923159956674,0.14228534938969314,Controle,0.0,Nenhuma (dose zero)
S0058,284.37059797644685,33.58333442388345,0.7594424360821705,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0059,69.89849906382872,100.98951884439077,0.22183941150645367,Controle,0.0,Nenhuma (dose zero)
S0060,57.26503676798672,8.834390499956102,0.09113156383680193,Controle,0.0,Nenhuma (dose zero)
S0061,334.2014808952358,226.63995825008172,0.8751642000791376,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0062,235.54810307156626,317.2701324758986,0.8660690957508373,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0063,282.6180532405944,171.64623118945389,0.2780765021534127,Controle,0.0,Nenhuma (dose zero)
S0064,382.4994287080128,210.19088575263856,0.8361986812703991,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0065,317.3591600002954,479.60463642228797,0.8725227732909775,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0066,276.7897003289979,375.98156078745774,0.730963109315106,Seca,38.0963109315106,Kribbella + Occallatibacter + Genus_004
S0067,279.60358037270674,270.4283184724756,0.3114153578926645,Controle,0.0,Nenhuma (dose zero)
S0068,151.9750490313061,142.27043755591262,0.8666612006388215,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0069,15.408917283969704,448.4983993864976,0.18114711483502127,Controle,0.0,Nenhuma (dose zero)
S0070,218.35869461618117,117.54855844032974,0.2551105887424353,Controle,0.0,Nenhuma (dose zero)
S0071,107.2923364097646,162.67136525833854,0.8828734405235708,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0072,204.26432186231807,454.53240721147426,0.21453750142541972,Controle,0.0,Nenhuma (dose zero)
S0073,426.7015366340831,264.7710276425362,0.44359348032749046,Seca,9.359348032749049,Kribbella + Occallatibacter + Genus_004
S0074,116.96974293267037,371.15897470898835,0.7775543882400205,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0075,29.15137084453301,295.37239708188304,0.09070993944070001,Controle,0.0,Nenhuma (dose zero)
S0076,140.69194601099827,326.71960450474756,0.0693731699469923,Controle,0.0,Nenhuma (dose zero)
S0077,146.7968788833418,149.69164575741277,0.23310500947827364,Controle,0.0,Nenhuma (dose zero)
S0078,330.9582573634475,120.68603081333146,0.9065479979339065,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0079,278.51607617063917,161.24617358433264,0.9184153893335005,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0080,391.9491045532067,77.72078204171123,0.9339488786627521,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0081,332.15677016369375,437.15718264540374,0.9347127110696772,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0082,203.19343072003525,141.62346662505703,0.27685764734084095,Controle,0.0,Nenhuma (dose zero)
S0083,407.0101923330173,280.7446972071923,0.7737800612385574,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0084,83.48645995385195,395.987212570687,0.24436077256579353,Controle,0.0,Nenhuma (dose zero)
S0085,11.35603656693024,391.91205468785677,0.25386977421307083,Controle,0.0,Nenhuma (dose zero)
S0086,45.023930387820876,219.19312929209644,0.11015236250872656,Controle,0.0,Nenhuma (dose zero)
S0087,361.17967529822516,238.12865429336284,0.08450995359526646,Controle,0.0,Nenhuma (dose zero)
S0088,230.9386151256937,497.3508744675124,0.055276750558510425,Controle,0.0,Nenhuma (dose zero)
S0089,80.6358895168009,337.298738489512,0.0890500968147782,Controle,0.0,Nenhuma (dose zero)
S0090,250.52238755168176,407.31922155894136,0.21835786642243618,Controle,0.0,Nenhuma (dose zero)
S0091,76.15605135658421,451.27698460961597,0.2139995274875838,Controle,0.0,Nenhuma (dose zero)
S0092,348.160187538868,393.7949181146696,0.24702004603518926,Controle,0.0,Nenhuma (dose zero)
S0093,223.07813778701535,92.58967247678379,0.6032501608530229,Seca,25.325016085302288,Kribbella + Occallatibacter + Genus_004
S0094,190.51061304824123,281.0853668687861,0.7630484895731259,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0095,150.75604457393825,50.947078657272435,0.33056347317269774,Controle,0.0,Nenhuma (dose zero)
S0096,315.14129655944424,326.4610632819992,0.26324577083439066,Controle,0.0,Nenhuma (dose zero)
S0097,180.9063052766952,477.6747140939055,0.10064848016005051,Controle,0.0,Nenhuma (dose zero)
S0098,43.8249596580505,256.3660321500557,0.8727702873905017,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0099,59.00295106025766,216.4862464338836,0.2515078899220759,Controle,0.0,Nenhuma (dose zero)
S0100,480.94883227475725,17.921375709081588,0.9509106234116418,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0101,454.2903453538035,479.88726116461015,0.8004786464995575,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0102,349.8535669053748,51.50134206507939,0.935833877205294,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0103,132.9349807297598,20.539546652423468,0.23093416741837977,Controle,0.0,Nenhuma (dose zero)
S0104,484.58818867386196,123.03330575246923,0.8196548920612802,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0105,389.3754519828973,32.765216959191214,0.8506889687067734,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0106,358.4450945794978,227.55892120588118,0.959917515689922,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0107,224.68075107189435,258.0439006285562,0.18653077097425236,Controle,0.0,Nenhuma (dose zero)
S0108,136.1207809225795,156.28497451429197,0.15416219538857073,Controle,0.0,Nenhuma (dose zero)
S0109,48.195481076749644,25.48024128744303,0.09251672066185983,Controle,0.0,Nenhuma (dose zero)
S0110,451.30119827192084,55.80018412461335,0.632333164878367,Seca,28.2333164878367,Kribbella + Occallatibacter + Genus_004
S0111,227.88814491680554,192.25218899496406,0.08952115456752219,Controle,0.0,Nenhuma (dose zero)
S0112,101.18168239761516,30.264225413268065,0.08808226509216986,Controle,0.0,Nenhuma (dose zero)
S0113,152.97831207532624,349.09486280495673,0.26423498041703125,Controle,0.0,Nenhuma (dose zero)
S0114,289.609784470948,103.51027076240598,0.12219912872984333,Controle,0.0,Nenhuma (dose zero)
S0115,88.38639146961586,151.03578439181925,0.07185526488715942,Controle,0.0,Nenhuma (dose zero)
S0116,428.3071420461878,197.06288858904875,0.7958778039073198,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0117,379.259764917605,208.30481653457394,0.650776192823114,Seca,30.077619282311407,Kribbella + Occallatibacter + Genus_004
S0118,359.7314779754684,0.8303538374002661,0.13761191203160503,Controle,0.0,Nenhuma (dose zero)
S0119,216.04651988755185,56.03518549934877,0.11033619083837275,Controle,0.0,Nenhuma (dose zero)
S0120,313.6544203512216,431.38228187043904,0.8996178267108946,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0121,292.0489844563678,0.616531255954067,0.06719249807503712,Controle,0.0,Nenhuma (dose zero)
S0122,324.92330077741,254.08367790643754,0.15876377975583472,Controle,0.0,Nenhuma (dose zero)
S0123,42.22216056994454,244.75100325360404,0.2892723476958541,Controle,0.0,Nenhuma (dose zero)
S0124,207.90370108530482,166.54708050531892,0.13709075627269424,Controle,0.0,Nenhuma (dose zero)
S0125,20.80708693094624,215.6635100732248,0.08117526855480396,Controle,0.0,Nenhuma (dose zero)
S0126,246.99540962225947,390.29056876329213,0.8901827743492564,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0127,164.93060616639266,420.60185310747823,0.9116172318661236,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0128,72.26209443302345,130.17427170762502,0.06345583628403086,Controle,0.0,Nenhuma (dose zero)
S0129,51.70148386127582,161.24522048386493,0.9164622015217748,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0130,293.822286088856,121.24142651416636,0.13304052141426267,Controle,0.0,Nenhuma (dose zero)
S0131,85.29648426844305,239.93170027553256,0.09255417522804014,Controle,0.0,Nenhuma (dose zero)
S0132,462.5600591883986,341.62917882940644,0.7584020800812797,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0133,290.5305698501975,114.12643773171027,0.9310911334003606,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0134,173.43490226741852,165.36787102743332,0.16759303445366208,Controle,0.0,Nenhuma (dose zero)
S0135,295.4577457407084,465.19230879457524,0.21744277635185622,Controle,0.0,Nenhuma (dose zero)
S0136,11.401935514848748,24.284644923479036,0.7884547163344695,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0137,479.2796066207227,230.3848026197831,0.8744883262455534,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0138,241.15171847145012,355.7790207983889,0.1428886948585622,Controle,0.0,Nenhuma (dose zero)
S0139,391.3676136251431,75.22700577873704,0.8926529416516265,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0140,41.36499996121928,23.687010002740926,0.10458802694420472,Controle,0.0,Nenhuma (dose zero)
S0141,243.32916541908017,69.10268581926537,0.07620816130675402,Controle,0.0,Nenhuma (dose zero)
S0142,245.35349717726046,459.4115967653414,0.6443980265884677,Seca,29.439802658846766,Kribbella + Occallatibacter + Genus_004
S0143,468.91322748749144,4.629890910561707,0.16106536400488877,Controle,0.0,Nenhuma (dose zero)
S0144,285.8640261880377,94.16098740567591,0.7351494383861558,Seca,38.51494383861558,Kribbella + Occallatibacter + Genus_004
S0145,236.7447005284769,15.641756450822275,0.7123494556790595,Seca,36.23494556790595,Kribbella + Occallatibacter + Genus_004
S0146,133.4878315459468,55.31473378110163,0.09793649655018663,Controle,0.0,Nenhuma (dose zero)
S0147,165.78449867127608,310.07464331414815,0.28845342426952547,Controle,0.0,Nenhuma (dose zero)
S0148,260.3362012357689,120.81945436954288,0.14974395510887345,Controle,0.0,Nenhuma (dose zero)
S0149,219.45573015252333,284.6060252153384,0.09270306918894981,Controle,0.0,Nenhuma (dose zero)
S0150,10.806039940165213,295.0976913830631,0.6093213877181501,Seca,25.932138771815016,Kribbella + Occallatibacter + Genus_004
S0151,413.1459620971789,424.71766654488954,0.9180856713183249,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0152,448.0803859198834,2.3706964559369603,0.7712986948284432,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0153,70.12454449930539,426.6847296711834,0.12072493477601888,Controle,0.0,Nenhuma (dose zero)
S0154,277.0180717695247,309.559543213487,0.8120139411703949,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0155,54.287870567721775,81.37174305247879,0.0615521638234341,Controle,0.0,Nenhuma (dose zero)
S0156,336.1200465199058,386.468694067642,0.7958797425216853,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0157,140.61689191950416,427.7457708952929,0.1516247486020249,Controle,0.0,Nenhuma (dose zero)
S0158,329.7113173459509,127.13174187707865,0.855006129509389,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0159,363.49730714344133,459.39684045134044,0.8421050929097521,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0160,384.3237459588285,227.2287151493289,0.7468747655524476,Seca,39.68747655524476,Kribbella + Occallatibacter + Genus_004
S0161,53.87047297794828,301.71222716666074,0.13597038556873303,Controle,0.0,Nenhuma (dose zero)
S0162,458.00592256880395,492.32476680882183,0.7142445074614918,Seca,36.42445074614918,Kribbella + Occallatibacter + Genus_004
S0163,115.10699544744041,180.76803931959967,0.07435657583695665,Controle,0.0,Nenhuma (dose zero)
S0164,18.70627808808989,406.57967291005644,0.4419254079023192,Seca,9.192540790231924,Kribbella + Occallatibacter + Genus_004
S0165,277.4262346957417,159.1995589142298,0.1238726561576388,Controle,0.0,Nenhuma (dose zero)
S0166,185.46114193121937,399.6067611207455,0.7117329857059925,Seca,36.17329857059926,Kribbella + Occallatibacter + Genus_004
S0167,414.8948715662066,300.3669594313212,0.8739051915260871,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0168,404.1257360321509,108.17784761270072,0.8701411560770876,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0169,158.56944641135766,207.01304689461818,0.5965442920724745,Seca,24.654429207247453,Kribbella + Occallatibacter + Genus_004
S0170,476.4496975348725,158.81781718178084,0.885379748435972,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0171,145.45891907005932,39.05419654018194,0.7936052318004783,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0172,257.52856461585725,14.917385049848741,0.27962276231342104,Controle,0.0,Nenhuma (dose zero)
S0173,127.98254528380137,173.23932770359048,0.30306822608967304,Controle,0.0,Nenhuma (dose zero)
S0174,468.0217850244817,9.51707390874329,0.8145230513306629,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0175,82.30390879100908,82.74387879088752,0.42982966726467525,Seca,7.982966726467527,Kribbella + Occallatibacter + Genus_004
S0176,22.455309696164495,362.5916604254344,0.08333180988605897,Controle,0.0,Nenhuma (dose zero)
S0177,217.54853000151897,354.04561784179396,0.9204816998320712,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0178,496.1877820279185,369.29019322869135,0.9059645457258604,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0179,445.838633127457,158.5765855649894,0.5155699524383937,Seca,16.556995243839367,Kribbella + Occallatibacter + Genus_004
S0180,374.3040097284746,445.0097285588477,0.9004698320868055,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0181,445.39624543926243,296.91527401422377,0.7908482019983682,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0182,446.7233198489316,63.013170873313264,0.8178579311171406,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0183,259.4291801932245,71.85933072776707,0.19862308022627545,Controle,0.0,Nenhuma (dose zero)
S0184,157.9645259153965,346.54771346485074,0.9368937381285256,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0185,386.006216055494,86.47196822103903,0.09576980434074332,Controle,0.0,Nenhuma (dose zero)
S0186,330.8306315838805,253.64635079102166,0.8916763101053604,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0187,186.82886443685504,495.88723796435534,0.7283249653815582,Seca,37.83249653815582,Kribbella + Occallatibacter + Genus_004
S0188,47.23333403075763,2.003802366669749,0.35688359154120264,Seca,0.688359154120266,Kribbella + Occallatibacter + Genus_004
S0189,373.394805674513,8.289900948778461,0.8448853429827343,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0190,131.23025796143233,496.54229096525324,0.0636923439079828,Controle,0.0,Nenhuma (dose zero)
S0191,468.4065752668896,292.3194170670828,0.8754868759077471,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0192,120.48528750284237,63.45498775925657,0.27403277053641206,Controle,0.0,Nenhuma (dose zero)
S0193,61.37896620574301,448.6510998770468,0.37862225703940683,Seca,2.862225703940685,Kribbella + Occallatibacter + Genus_004
S0194,415.55633606245306,440.1901500638461,0.7693153879350746,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0195,76.64215831224702,268.10020655568763,0.11531717584138691,Controle,0.0,Nenhuma (dose zero)
S0196,89.63415407886954,310.89601493037827,0.7428925715997172,Seca,39.289257159971726,Kribbella + Occallatibacter + Genus_004
S0197,299.69139576042176,136.59359575043817,0.9122171031680931,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0198,437.2810204187322,25.259848186002575,0.8276702517645204,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0199,98.21733285728662,297.28380444543217,0.16020590482394648,Controle,0.0,Nenhuma (dose zero)
S0200,155.1618364500474,147.3775966013815,0.1936539191285152,Controle,0.0,Nenhuma (dose zero)
S0201,388.7024191205888,331.81052333017595,0.8791700321764858,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0202,485.9132130304837,418.12258842130063,0.8060207228021318,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0203,250.37059310117115,9.08027195718203,0.1071897690842127,Controle,0.0,Nenhuma (dose zero)
S0204,71.94875127562538,297.8568873428637,0.7707600677436552,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0205,6.968143854100772,115.64026984342613,0.8907705973035991,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0206,114.82801499942764,436.9442489519007,0.10181693470241701,Controle,0.0,Nenhuma (dose zero)
S0207,65.91110889326052,126.83225328091424,0.876853595628996,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0208,338.8293368064287,305.38506661770913,0.6242355119721674,Seca,27.423551197216742,Kribbella + Occallatibacter + Genus_004
S0209,60.91625231426556,276.77042004480575,0.9144266535433077,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0210,253.1649658103165,198.08325002962445,0.09304337012306661,Controle,0.0,Nenhuma (dose zero)
S0211,347.1312178214432,338.810381799897,0.9073296869097116,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0212,290.55830461045116,362.88481735771694,0.9303759355930589,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0213,99.8878258300288,283.4688976596934,0.13392605550213488,Controle,0.0,Nenhuma (dose zero)
S0214,402.06226309113134,379.21111859237703,0.8194146044756887,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0215,357.7035648079008,491.7085379964688,0.9143976661491248,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0216,369.49200195777087,209.63619395040257,0.40389567528955345,Seca,5.389567528955347,Kribbella + Occallatibacter + Genus_004
S0217,65.52887577865663,257.2915259427654,0.09233432538211472,Controle,0.0,Nenhuma (dose zero)
S0218,61.876901825172304,6.234938970606619,0.1360284174731009,Controle,0.0,Nenhuma (dose zero)
S0219,463.7812755032538,398.0142781551892,0.843318742170252,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0220,198.7890969124703,260.1150335229969,0.9180964570934015,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0221,150.47434589046986,203.9807151802826,0.16273682230428524,Controle,0.0,Nenhuma (dose zero)
S0222,244.29202267576667,47.035981544697904,0.07667449395417619,Controle,0.0,Nenhuma (dose zero)
S0223,331.4321063817912,444.82821083769863,0.14056353177834224,Controle,0.0,Nenhuma (dose zero)
S0224,477.81162852348496,197.50362002027822,0.2074524637209927,Controle,0.0,Nenhuma (dose zero)
S0225,143.2231134410275,341.2907991046102,0.17440753265162734,Controle,0.0,Nenhuma (dose zero)
S0226,462.40421465601355,74.68707818407539,0.8034883071680298,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0227,12.429745693128158,480.77481477051623,0.37755907476956074,Seca,2.7559074769560765,Kribbella + Occallatibacter + Genus_004
S0228,277.5990211634123,89.22088091091545,0.051308045319472216,Controle,0.0,Nenhuma (dose zero)
S0229,316.98755584054254,99.77099644974518,0.11544213775360525,Controle,0.0,Nenhuma (dose zero)
S0230,52.94870187537665,429.4914302788569,0.6964098420462339,Seca,34.64098420462339,Kribbella + Occallatibacter + Genus_004
S0231,70.16979853195632,456.2913720709656,0.39293190652000043,Seca,4.293190652000045,Kribbella + Occallatibacter + Genus_004
S0232,209.5571596581519,106.0737037616507,0.6929177088540582,Seca,34.291770885405825,Kribbella + Occallatibacter + Genus_004
S0233,483.11595607159086,234.90044408741394,0.1484423750843176,Controle,0.0,Nenhuma (dose zero)
S0234,298.0212766171864,366.7474522814149,0.8764233417895337,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0235,466.5116108001056,439.18286690540083,0.8976160192888354,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0236,402.1804578064854,189.5263475186526,0.625126278084965,Seca,27.512627808496504,Kribbella + Occallatibacter + Genus_004
S0237,233.69080077764576,258.5097434247146,0.5498818352588408,Seca,19.988183525884086,Kribbella + Occallatibacter + Genus_004
S0238,392.3817246260937,370.8582052598675,0.9192249113270813,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0239,8.918391988493868,365.5679883263977,0.11018943991005196,Controle,0.0,Nenhuma (dose zero)
S0240,54.57199838286747,391.48006501304246,0.15168635883526901,Controle,0.0,Nenhuma (dose zero)
S0241,414.7143074413682,284.9669093207632,0.8652575917717407,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0242,398.4085441625809,52.3075484023876,0.43836148132983205,Seca,8.836148132983206,Kribbella + Occallatibacter + Genus_004
S0243,116.32037098321685,451.98664543902,0.17700686827390638,Controle,0.0,Nenhuma (dose zero)
S0244,265.38479529952673,432.7862696605141,0.1427163715430884,Controle,0.0,Nenhuma (dose zero)
S0245,303.0079103500055,399.0487179091665,0.6031786135673658,Seca,25.31786135673658,Kribbella + Occallatibacter + Genus_004
S0246,433.8694768880056,49.93123858036475,0.8242306357654776,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0247,301.5535786693628,102.1986835407146,0.7288284188604195,Seca,37.88284188604195,Kribbella + Occallatibacter + Genus_004
S0248,206.28578463684016,371.80018255382595,0.8230588160921078,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0249,187.09202170359134,11.570047290973218,0.8678645839710457,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0250,212.94104318675494,489.6123168536398,0.8466673433306836,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0251,325.9655127899871,188.57234017784035,0.924502720696602,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0252,433.74531587616246,359.6562668454118,0.9075064656188739,Seca,40.0,Kribbella + Occallatibacter + Genus_004
S0253,226.94844103814987,443.78554424402165,0.14872889054948224,Controle,0.0,Nenhuma (dose zero)
S0254,123.91978147567906,197.31494407504113,0.1587441765051736,Controle,0.0,Nenhuma (dose zero)
S0255,118.33118149879057,159.56624429983302,0.6776615818737831,Seca,32.766158187378316,Kribbella + Occallatibacter + Genus_004
